"","Kingdom","Phylum","Class","Order","Family","Genus","Species","barcode01","barcode02"
"LSLJ01000002.470.2012","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Sporomusaceae","Sporomusa","Sporomusa sphaeroides DSM 2875",1,0
"LSLJ01000001.759305.760848","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Sporomusaceae","Sporomusa","Sporomusa sphaeroides DSM 2875",1,0
"LSEF01000032.87801.89299","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Bradyrhizobium neotropicale",1,2
"LQPJ01000153.13755.15286","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium palustre",1,0
"LQOW01000023.119.1666","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium fragae",1,0
"LQGY01000020.3878.5402","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces","Agromyces sp. NDB4Y10",1,0
"LNBK01000334.4127.5639","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium avium subsp. hominissuis",1,0
"LN909499.1.1495","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Herbinix","Clostridium sp. MT23",1,0
"LN880503.1.1517","Bacteria","Actinobacteriota","Acidimicrobiia","uncultured","uncultured bacterium","","",1,0
"LN880501.1.1483","Bacteria","Chloroflexi","AD3","uncultured bacterium","","","",1,0
"LN870692.1.1397","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Schlesneriaceae","Schlesneria","uncultured bacterium",1,0
"LN810545.1.1459","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Modestobacter","Modestobacter muralis",1,0
"LN794206.1.1524","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Telluria mixta",1,0
"LN794205.1.1523","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Telluria mixta",1,0
"LN794204.1.1523","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Telluria mixta",1,0
"LN794203.1.1524","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Telluria mixta",1,0
"LN794202.1.1525","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Telluria mixta",1,0
"LN774712.1.1211","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus niacini",1,0
"LN774520.1.1216","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium insulae",1,0
"LN680453.1.1331","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured Xanthobacteraceae bacterium",1,0
"LN649255.90335.91873","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halomonadaceae","Candidatus Portiera","Candidatus Portiera aleyrodidarum",1,0
"LN626276.1.1307","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus","Blastococcus sp. BMG 8361",1,1
"LN573926.1.1345","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","uncultured bacterium",1,1
"LN573918.1.1384","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",1,0
"LN573912.1.1342","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured bacterium","",1,0
"LN573888.1.1317","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","JG30-KF-AS9","uncultured bacterium","",1,0
"LN573883.1.1320","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","uncultured","uncultured bacterium",1,0
"LN573882.1.1314","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","uncultured","uncultured bacterium",1,0
"LN573880.1.1318","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","uncultured","uncultured bacterium",1,1
"LN573846.1.1335","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","uncultured bacterium",1,0
"LN573811.1.1337","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured bacterium",1,0
"LN573789.1.1382","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","uncultured bacterium","",1,1
"LN573783.1.1379","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","uncultured bacterium","",1,0
"LN573782.1.1379","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","uncultured bacterium","",1,0
"LN573741.1.1355","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured bacterium",1,1
"LN573560.1.1385","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacter","uncultured bacterium",1,7
"LN573559.1.1388","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacter","uncultured bacterium",1,7
"LN573505.1.1335","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",1,0
"LN573402.1.1378","Bacteria","Actinobacteriota","Actinobacteria","Catenulisporales","Actinospicaceae","Actinospica","uncultured bacterium",1,0
"LN573401.1.1378","Bacteria","Actinobacteriota","Actinobacteria","Catenulisporales","Actinospicaceae","Actinospica","uncultured bacterium",1,0
"LN573339.1.1373","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Longispora","uncultured bacterium",1,0
"LN573338.1.1348","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","uncultured bacterium",1,0
"LN573337.1.1349","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","uncultured bacterium",1,0
"LN573336.1.1349","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","uncultured bacterium",1,0
"LN573334.1.1343","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","uncultured bacterium",1,0
"LN573333.1.1347","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","uncultured bacterium",1,0
"LN573234.1.1352","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","uncultured bacterium",1,0
"LN573233.1.1356","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","uncultured bacterium",1,0
"LN572989.1.1396","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","uncultured bacterium",1,0
"LN572987.1.1397","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","uncultured bacterium",1,0
"LN572965.1.1394","Bacteria","RCP2-54","uncultured bacterium","","","","",1,1
"LN572964.1.1395","Bacteria","RCP2-54","uncultured bacterium","","","","",1,0
"LN572830.1.1314","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured bacterium","","",1,0
"LN572829.1.1315","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured bacterium","","",1,0
"LN572828.1.1320","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured bacterium","","",1,0
"LN572581.1.1370","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","uncultured bacterium",1,0
"LN572508.1.1326","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","uncultured","uncultured bacterium",1,0
"LN572507.1.1327","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidicaldus","uncultured bacterium",1,0
"LN572462.1.1325","Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured bacterium","","",1,1
"LN572461.1.1326","Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured bacterium","","",1,0
"LN572441.1.1340","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","uncultured bacterium","",1,0
"LN572168.1.1317","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",1,1
"LN572148.1.1317","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",1,1
"LN571529.1.1312","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured bacterium","","",1,0
"LN571528.1.1312","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured bacterium","","",1,0
"LN571527.1.1309","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured bacterium","","",1,0
"LN571526.1.1309","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured bacterium","","",1,0
"LN571327.1.1332","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured","uncultured bacterium",1,0
"LN571170.1.1315","Bacteria","Patescibacteria","Parcubacteria","uncultured bacterium","","","",1,0
"LN570889.1.1338","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","uncultured","uncultured bacterium",1,0
"LN570848.1.1349","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","uncultured bacterium",1,0
"LN570831.1.1385","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",1,0
"LN570830.1.1384","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","uncultured bacterium",1,0
"LN570587.1.1370","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","uncultured bacterium",1,0
"LN570498.1.1328","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidicaldus","uncultured bacterium",1,2
"LN570464.1.1322","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","uncultured bacterium",1,0
"LN570208.1.1342","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus","uncultured bacterium",1,0
"LN570005.1.1373","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","uncultured bacterium",1,0
"LN570004.1.1372","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","uncultured bacterium",1,1
"LN569995.1.1333","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured","uncultured bacterium",1,0
"LN569983.1.1323","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","uncultured","uncultured bacterium","",1,0
"LN569982.1.1322","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","uncultured","uncultured bacterium","",1,0
"LN569711.1.1378","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","uncultured bacterium",1,0
"LN569710.1.1377","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","uncultured bacterium",1,0
"LN569445.1.1349","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","uncultured bacterium","","",1,0
"LN568780.1.1309","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured bacterium","","",1,0
"LN568779.1.1309","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured bacterium","","",1,0
"LN568309.1.1322","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","uncultured bacterium",1,0
"LN568308.1.1322","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","uncultured bacterium",1,0
"LN567992.1.1348","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured bacterium","",1,0
"LN567991.1.1345","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured bacterium","",1,0
"LN567990.1.1347","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured bacterium","",1,0
"LN567650.1.1335","Bacteria","Chloroflexi","KD4-96","uncultured bacterium","","","",1,0
"LN567621.1.1314","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","LWQ8","uncultured bacterium","",1,0
"LN567552.1.1369","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","uncultured bacterium",1,0
"LN567549.1.1368","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","uncultured bacterium",1,0
"LN567312.1.1320","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","uncultured bacterium",1,0
"LN567260.1.1334","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",1,0
"LN565896.1.1338","Bacteria","Cyanobacteria","Sericytochromatia","uncultured bacterium","","","",1,0
"LN565148.1.1353","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola","uncultured bacterium",1,0
"LN565063.1.1337","Bacteria","Chloroflexi","KD4-96","uncultured bacterium","","","",1,0
"LN564828.1.1344","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","uncultured bacterium","",1,0
"LN564663.1.1387","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacter","uncultured bacterium",1,7
"LN563953.1.1328","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidicaldus","uncultured bacterium",1,0
"LN563861.1.1342","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","Planctomicrobium","uncultured bacterium",1,0
"LN563857.1.1379","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",1,1
"LN563602.1.1396","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","uncultured bacterium",1,0
"LN563465.1.1372","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","uncultured bacterium",1,0
"LN563464.1.1371","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","uncultured bacterium",1,0
"LN563338.1.1317","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",1,1
"LN563337.1.1315","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",1,1
"LN563334.1.1315","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",1,0
"LN563195.1.1346","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","Planctomicrobium","uncultured bacterium",1,0
"LN563194.1.1344","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","Planctomicrobium","uncultured bacterium",1,0
"LN562500.1.1337","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Geminicoccus","uncultured bacterium",1,0
"LN562426.1.1318","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","uncultured bacterium",1,0
"LN562313.1.1345","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","Planctomicrobium","uncultured bacterium",1,0
"LN562312.1.1345","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","Planctomicrobium","uncultured bacterium",1,0
"LN561433.1.1359","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured bacterium",1,1
"LN555102.1.1291","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","uncultured Xanthomonadales bacterium",1,0
"LN555079.1.1412","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","uncultured Bradyrhizobium sp.",1,0
"LN555078.1.1353","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured Gemmatimonadetes bacterium",1,0
"LN555058.1.1323","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","uncultured Xanthomonadales bacterium",1,0
"LMWJ01000045.51.1582","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces curacoi",1,0
"LMHZ01000007.128820.130359","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","Noviherbaspirillum sp. Root189",1,2
"LMHS01000001.899104.900634","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium sp. Root180",1,0
"LM994089.1.1410","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Bradyrhizobium sp. ARR496",1,0
"LM994064.1.1410","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Bradyrhizobium sp. ARR220",1,1
"LLYB01000065.136775.138273","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Bradyrhizobium lablabi",1,0
"LLXY01000035.4903.6399","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Bradyrhizobium valentinum",1,1
"LK936547.1.1429","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","Paenibacillus sp. K16a",1,0
"LGTC01000001.592524.594023","Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae","Pseudobacteroides","Pseudobacteroides cellulosolvens ATCC 35603 = DSM 2933",1,0
"LGTC01000001.3011710.3013209","Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae","Pseudobacteroides","Pseudobacteroides cellulosolvens ATCC 35603 = DSM 2933",1,0
"LGTC01000001.2861984.2863483","Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae","Pseudobacteroides","Pseudobacteroides cellulosolvens ATCC 35603 = DSM 2933",1,0
